turn,signal,n,ece_clean,ece_verbose,delta_ece_verbose_minus_clean,delta_ece_ci_low,delta_ece_ci_high,accuracy_clean,accuracy_verbose,delta_accuracy_verbose_minus_clean,delta_accuracy_ci_low,delta_accuracy_ci_high,auroc_clean,auroc_verbose,delta_auroc_verbose_minus_clean,delta_auroc_ci_low,delta_auroc_ci_high
1,conf_sc_bpe_autoj_greedy,709,0.1854724964739069,0.16078984485190406,-0.024682651622002838,-0.06296437365343183,0.010554476526796794,0.7517630465444288,0.7235543018335684,-0.028208744710860434,-0.056899886824973274,0.004045070495542197,0.605460088691796,0.6680441182320883,0.0625840295402923,0.012268506503342155,0.11537963500191303
2,conf_sc_bpe_autoj_greedy,428,0.17873831775700935,0.1448598130841121,-0.03387850467289724,-0.06666849015317285,0.01232411171176207,0.7686915887850467,0.7266355140186916,-0.04205607476635509,-0.07913149350649354,-0.0027772038567493054,0.5821436246968161,0.6524995190590046,0.07035589436218848,0.014351452111522943,0.1276999070393553
