target,slope,slope_ci_low,slope_ci_high,spearman,spearman_ci_low,spearman_ci_high
correct,0.8030189085475703,0.2083861282211289,1.3756746029256213,0.1407055841403349,0.03611503785833356,0.23647199513086112
conf_verb,0.05911254466489933,0.01591510067517949,0.10033172407545925,0.11283635807455583,0.030709028519668283,0.1899244568674069
