turn,n,meta_model_auroc_mean,meta_model_auroc_min,meta_model_auroc_max,best_single_signal_auroc,n_folds_flagged,n_folds_total,worst_rhat,min_ess,n_folds_diverging,total_divergences
1,872,0.6802273800443137,0.6714721586575133,0.6905706294722314,0.6831680650902618,0,50,1.0062888649720436,410.18632627340617,0,0
2,898,0.6713856675587273,0.6502415997621172,0.6842291109128754,0.6805567945286947,1,50,1.0070327318334085,416.9884167019646,1,1
