signal,spearman,spearman_ci_low,spearman_ci_high
ens_entropy_aleatoric,-0.11808493415886388,-0.20414005187874432,-0.015578165051449856
ens_entropy_epistemic,0.014063735910469099,-0.07045726572582127,0.09846947987957125
