signal,spearman,spearman_ci_low,spearman_ci_high
conf_verb,0.11283635807455583,0.030709028519668283,0.1899244568674069
conf_lp,0.09101047864400527,-0.003929719902493978,0.18137320630640819
conf_sc,0.023967189188836918,-0.05403067089238074,0.12262295580734767
conf_bpe,0.10079152833873145,0.0024093819320930502,0.1846592558152802
