judge,signal,condition,threshold,n,n_accepted,n_escalated,accepted_share,slip_through,error_among_accepted,kappa_among_accepted
Qwen2.5-7B,conf_sc,clean,0.63,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.64,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.65,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.66,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.67,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.68,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.69,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.7,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.71,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.72,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.73,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.74,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.75,1836,1693,143,0.9221132897603486,0.8228699551569507,0.21677495569994093,0.5639314256197331
Qwen2.5-7B,conf_sc,clean,0.76,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.77,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.78,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.79,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.8,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.81,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.82,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.83,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.84,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.85,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.86,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.87,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.88,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.89,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.9,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.91,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.92,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.93,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.94,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.95,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.96,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.97,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.98,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_sc,clean,0.99,1836,1508,328,0.8213507625272332,0.6390134529147982,0.1889920424403183,0.6165527037058185
Qwen2.5-7B,conf_bpe_prob,clean,0.5,1836,1588,248,0.8649237472766884,0.6502242152466368,0.18261964735516373,0.6333211775890539
Qwen2.5-7B,conf_bpe_prob,clean,0.51,1836,1329,507,0.7238562091503268,0.36995515695067266,0.12415349887133183,0.7518650995266669
Qwen2.5-7B,conf_bpe_prob,clean,0.52,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.53,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.54,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.55,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.56,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.57,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.58,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.59,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.6,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.61,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.62,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.63,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.64,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.65,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.66,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.67,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.68,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.69,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.7,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.71,1836,1326,510,0.7222222222222222,0.36995515695067266,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_bpe_prob,clean,0.72,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.73,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.74,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.75,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.76,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.77,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.78,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.79,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.8,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.81,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.82,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.83,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.84,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.85,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.86,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.87,1836,1325,511,0.721677559912854,0.36995515695067266,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_bpe_prob,clean,0.88,1836,1324,512,0.7211328976034859,0.36995515695067266,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_bpe_prob,clean,0.89,1836,1324,512,0.7211328976034859,0.36995515695067266,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_bpe_prob,clean,0.9,1836,1324,512,0.7211328976034859,0.36995515695067266,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_bpe_prob,clean,0.91,1836,1323,513,0.7205882352941176,0.36771300448430494,0.12396069538926682,0.7522381378692928
Qwen2.5-7B,conf_bpe_prob,clean,0.92,1836,1323,513,0.7205882352941176,0.36771300448430494,0.12396069538926682,0.7522381378692928
Qwen2.5-7B,conf_bpe_prob,clean,0.93,1836,1322,514,0.7200435729847494,0.3654708520179372,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_bpe_prob,clean,0.94,1836,1322,514,0.7200435729847494,0.3654708520179372,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_bpe_prob,clean,0.95,1836,1322,514,0.7200435729847494,0.3654708520179372,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_bpe_prob,clean,0.96,1836,1321,515,0.7194989106753813,0.3654708520179372,0.12339137017411052,0.7533903769528812
Qwen2.5-7B,conf_bpe_prob,clean,0.97,1836,1320,516,0.7189542483660131,0.3632286995515695,0.12272727272727273,0.7547076313181369
Qwen2.5-7B,conf_bpe_prob,clean,0.98,1836,1317,519,0.7173202614379085,0.3609865470852018,0.12224753227031131,0.7556701708051453
Qwen2.5-7B,conf_bpe_prob,clean,0.99,1836,1315,521,0.7162309368191722,0.3609865470852018,0.12243346007604562,0.755290584845273
Qwen2.5-7B,conf_bpe_prob,verbose,0.5,1836,1652,184,0.8997821350762527,0.7276995305164319,0.18765133171912832,0.6243625929338037
Qwen2.5-7B,conf_bpe_prob,verbose,0.51,1836,1480,356,0.8061002178649237,0.5539906103286385,0.15945945945945947,0.6811369810990037
Qwen2.5-7B,conf_bpe_prob,verbose,0.52,1836,1480,356,0.8061002178649237,0.5539906103286385,0.15945945945945947,0.6811369810990037
Qwen2.5-7B,conf_bpe_prob,verbose,0.53,1836,1480,356,0.8061002178649237,0.5539906103286385,0.15945945945945947,0.6811369810990037
Qwen2.5-7B,conf_bpe_prob,verbose,0.54,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.55,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.56,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.57,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.58,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.59,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.6,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.61,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.62,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.63,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.64,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.65,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.66,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.67,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.68,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.69,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.7,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.71,1836,1479,357,0.8055555555555556,0.5539906103286385,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_bpe_prob,verbose,0.72,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.73,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.74,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.75,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.76,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.77,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.78,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.79,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.8,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.81,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.82,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.83,1836,1478,358,0.8050108932461874,0.5516431924882629,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_bpe_prob,verbose,0.84,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.85,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.86,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.87,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.88,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.89,1836,1477,359,0.8044662309368191,0.5516431924882629,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_bpe_prob,verbose,0.9,1836,1476,360,0.803921568627451,0.5516431924882629,0.15921409214092141,0.681632608105032
Qwen2.5-7B,conf_bpe_prob,verbose,0.91,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.92,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.93,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.94,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.95,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.96,1836,1475,361,0.8033769063180828,0.5516431924882629,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_bpe_prob,verbose,0.97,1836,1473,363,0.8022875816993464,0.5492957746478874,0.15885947046843177,0.6823359617787903
Qwen2.5-7B,conf_bpe_prob,verbose,0.98,1836,1473,363,0.8022875816993464,0.5492957746478874,0.15885947046843177,0.6823359617787903
Qwen2.5-7B,conf_bpe_prob,verbose,0.99,1836,1472,364,0.8017429193899782,0.5492957746478874,0.15896739130434784,0.6821186185715052
Qwen2.5-7B,conf_ens_prob,clean,0.5,1836,1586,250,0.8638344226579521,0.6390134529147982,0.17969735182849936,0.6386747009140049
Qwen2.5-7B,conf_ens_prob,clean,0.51,1836,1442,394,0.7854030501089324,0.47085201793721976,0.14563106796116504,0.7079778124083874
Qwen2.5-7B,conf_ens_prob,clean,0.52,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.53,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.54,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.55,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.56,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.57,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.58,1836,1441,395,0.7848583877995643,0.46860986547085204,0.1450381679389313,0.709163546677199
Qwen2.5-7B,conf_ens_prob,clean,0.59,1836,1440,396,0.7843137254901961,0.46860986547085204,0.1451388888888889,0.7089812021350661
Qwen2.5-7B,conf_ens_prob,clean,0.6,1836,1440,396,0.7843137254901961,0.46860986547085204,0.1451388888888889,0.7089812021350661
Qwen2.5-7B,conf_ens_prob,clean,0.61,1836,1440,396,0.7843137254901961,0.46860986547085204,0.1451388888888889,0.7089812021350661
Qwen2.5-7B,conf_ens_prob,clean,0.62,1836,1440,396,0.7843137254901961,0.46860986547085204,0.1451388888888889,0.7089812021350661
Qwen2.5-7B,conf_ens_prob,clean,0.63,1836,1440,396,0.7843137254901961,0.46860986547085204,0.1451388888888889,0.7089812021350661
Qwen2.5-7B,conf_ens_prob,clean,0.64,1836,1439,397,0.7837690631808278,0.4663677130044843,0.14454482279360667,0.7101695145025632
Qwen2.5-7B,conf_ens_prob,clean,0.65,1836,1438,398,0.7832244008714597,0.4641255605381166,0.14394993045897078,0.7113597796891212
Qwen2.5-7B,conf_ens_prob,clean,0.66,1836,1437,399,0.7826797385620915,0.4618834080717489,0.14335421016005567,0.7125547901708813
Qwen2.5-7B,conf_ens_prob,clean,0.67,1836,1302,534,0.7091503267973857,0.3632286995515695,0.12442396313364056,0.7511362188336236
Qwen2.5-7B,conf_ens_prob,clean,0.68,1836,1296,540,0.7058823529411765,0.3609865470852018,0.12422839506172839,0.7515585930988498
Qwen2.5-7B,conf_ens_prob,clean,0.69,1836,1295,541,0.7053376906318083,0.35874439461883406,0.12355212355212356,0.752919178814012
Qwen2.5-7B,conf_ens_prob,clean,0.7,1836,1294,542,0.7047930283224401,0.35874439461883406,0.12364760432766615,0.752735506770394
Qwen2.5-7B,conf_ens_prob,clean,0.71,1836,1294,542,0.7047930283224401,0.35874439461883406,0.12364760432766615,0.752735506770394
Qwen2.5-7B,conf_ens_prob,clean,0.72,1836,1294,542,0.7047930283224401,0.35874439461883406,0.12364760432766615,0.752735506770394
Qwen2.5-7B,conf_ens_prob,clean,0.73,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.74,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.75,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.76,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.77,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.78,1836,1293,543,0.704248366013072,0.35874439461883406,0.12374323279195669,0.7525512767148456
Qwen2.5-7B,conf_ens_prob,clean,0.79,1836,1292,544,0.7037037037037037,0.35650224215246634,0.12306501547987617,0.7539159642927307
Qwen2.5-7B,conf_ens_prob,clean,0.8,1836,1292,544,0.7037037037037037,0.35650224215246634,0.12306501547987617,0.7539159642927307
Qwen2.5-7B,conf_ens_prob,clean,0.81,1836,1291,545,0.7031590413943355,0.3542600896860987,0.12238574748257165,0.755265949022638
Qwen2.5-7B,conf_ens_prob,clean,0.82,1836,1289,547,0.7020697167755992,0.35201793721973096,0.12179984484096198,0.7564526397244563
Qwen2.5-7B,conf_ens_prob,clean,0.83,1836,1283,553,0.69880174291939,0.34977578475336324,0.12159002338269681,0.7568877433272521
Qwen2.5-7B,conf_ens_prob,clean,0.84,1836,1057,779,0.5757080610021786,0.21300448430493274,0.08987701040681173,0.8203361930918492
Qwen2.5-7B,conf_ens_prob,clean,0.85,1836,1054,782,0.5740740740740741,0.21300448430493274,0.09013282732447818,0.819827763042829
Qwen2.5-7B,conf_ens_prob,clean,0.86,1836,1053,783,0.5735294117647058,0.21300448430493274,0.09021842355175688,0.8196543984423592
Qwen2.5-7B,conf_ens_prob,clean,0.87,1836,1053,783,0.5735294117647058,0.21300448430493274,0.09021842355175688,0.8196543984423592
Qwen2.5-7B,conf_ens_prob,clean,0.88,1836,1052,784,0.5729847494553377,0.21300448430493274,0.0903041825095057,0.8194855863015679
Qwen2.5-7B,conf_ens_prob,clean,0.89,1836,1050,786,0.5718954248366013,0.21076233183856502,0.08952380952380952,0.8210354919076129
Qwen2.5-7B,conf_ens_prob,clean,0.9,1836,1050,786,0.5718954248366013,0.21076233183856502,0.08952380952380952,0.8210354919076129
Qwen2.5-7B,conf_ens_prob,clean,0.91,1836,1050,786,0.5718954248366013,0.21076233183856502,0.08952380952380952,0.8210354919076129
Qwen2.5-7B,conf_ens_prob,clean,0.92,1836,1050,786,0.5718954248366013,0.21076233183856502,0.08952380952380952,0.8210354919076129
Qwen2.5-7B,conf_ens_prob,clean,0.93,1836,1050,786,0.5718954248366013,0.21076233183856502,0.08952380952380952,0.8210354919076129
Qwen2.5-7B,conf_ens_prob,clean,0.94,1836,1049,787,0.5713507625272332,0.21076233183856502,0.08960915157292659,0.8208622794523733
Qwen2.5-7B,conf_ens_prob,clean,0.95,1836,1048,788,0.5708061002178649,0.21076233183856502,0.08969465648854962,0.8206883998616649
Qwen2.5-7B,conf_ens_prob,clean,0.96,1836,1048,788,0.5708061002178649,0.21076233183856502,0.08969465648854962,0.8206883998616649
Qwen2.5-7B,conf_ens_prob,clean,0.97,1836,1047,789,0.5702614379084967,0.21076233183856502,0.08978032473734479,0.8205203956582634
Qwen2.5-7B,conf_ens_prob,clean,0.98,1836,1046,790,0.5697167755991286,0.21076233183856502,0.08986615678776291,0.8203517542032545
Qwen2.5-7B,conf_ens_prob,clean,0.99,1836,1042,794,0.5675381263616558,0.21076233183856502,0.09021113243761997,0.8196627744698401
Qwen2.5-7B,conf_verb_bidir,clean,0.5,1836,1794,42,0.9771241830065359,0.931758530183727,0.1978818283166109,0.6042451968427607
Qwen2.5-7B,conf_verb_bidir,clean,0.51,1836,1520,316,0.8278867102396514,0.6115485564304461,0.15328947368421053,0.6934932218175776
Qwen2.5-7B,conf_verb_bidir,clean,0.52,1836,1520,316,0.8278867102396514,0.6115485564304461,0.15328947368421053,0.6934932218175776
Qwen2.5-7B,conf_verb_bidir,clean,0.53,1836,1348,488,0.7342047930283224,0.4540682414698163,0.12833827893175073,0.743470264181495
Qwen2.5-7B,conf_verb_bidir,clean,0.54,1836,1348,488,0.7342047930283224,0.4540682414698163,0.12833827893175073,0.743470264181495
Qwen2.5-7B,conf_verb_bidir,clean,0.55,1836,1348,488,0.7342047930283224,0.4540682414698163,0.12833827893175073,0.743470264181495
Qwen2.5-7B,conf_verb_bidir,clean,0.56,1836,1334,502,0.7265795206971678,0.4435695538057743,0.12668665667166418,0.7467894648172068
Qwen2.5-7B,conf_verb_bidir,clean,0.57,1836,1334,502,0.7265795206971678,0.4435695538057743,0.12668665667166418,0.7467894648172068
Qwen2.5-7B,conf_verb_bidir,clean,0.58,1836,1329,507,0.7238562091503268,0.4356955380577428,0.12490594431903687,0.7503541893928763
