model,auroc,auroc_ci_low,auroc_ci_high,ece,epistemic_auroc,epistemic_auroc_ci_low,epistemic_auroc_ci_high
ensemble_3call,0.7931233935277062,0.7660162986904652,0.8198663987947852,0.07139615288765905,0.5584681865005315,0.5141352487260559,0.6018551514255278
bayesian_1call,0.7892349489384531,,,0.034414925295583126,0.778581631007507,0.7486945500877187,0.8071803747945406
